url_path,views_total,views_unique
/ChameleonTartu/amazon-mws-reports-maven/blob/master/.github/workflows/deploy.yml,12,10
/ChameleonTartu/amazon-mws-reports-maven/tree/master/.github/workflows,6,4
/ChameleonTartu/amazon-mws-reports-maven,3,3
/ChameleonTartu/amazon-mws-reports-maven/actions,2,1
/ChameleonTartu/amazon-mws-reports-maven/blob/master/.github/workflows/macos.yml,2,1
/ChameleonTartu/amazon-mws-reports-maven/actions/runs/1677781778,1,1
/ChameleonTartu/amazon-mws-reports-maven/blame/master/pom.xml,1,1
/ChameleonTartu/amazon-mws-reports-maven/blob/master/.github/workflows/security-check.yml,1,1
/ChameleonTartu/amazon-mws-reports-maven/blob/master/.github/workflows/windows.yml,1,1
/ChameleonTartu/amazon-mws-reports-maven/blob/master/pom.xml,1,1
